config_path,model_name,dataset_name,file_name,directory,model_dropout,model_hidden_size,model_n_layers,batch_size,epochs,grad_clip_val,loss_fn,patience,learning_rate,weight_decay,horizon,window_size,stride,delay,timestamp,val_loss
logs/sweeps/s5/Solar/2026-01-29/best_models/rank_01_sweep_s5_20260129_121708_hyyz13rk_config.yaml,s5,Solar,rank_01_sweep_s5_20260129_121708_hyyz13rk_config.yaml,logs/sweeps/s5/Solar/2026-01-29/best_models,0,70,4,2048,9,5.0,mae,10,0.0004878493167912685,0.0005,12,64,1,0,20260129_121708,0.129474
logs/sweeps/s5/Solar/2026-01-28/best_models/rank_01_sweep_s5_20260129_000133_vinqiz7p_config.yaml,s5,Solar,rank_01_sweep_s5_20260129_000133_vinqiz7p_config.yaml,logs/sweeps/s5/Solar/2026-01-28/best_models,0,124,3,2048,4,5.0,mae,10,0.0002134551783275605,0.0001,12,64,1,0,20260129_000133,
